sample;annotation
жидкостэ без всей;[(0, 8, 'B-TYPE'), (9, 12, 'O'), (13, 17, 'O')]
булочки для зюмом;[(0, 7, 'B-TYPE'), (8, 11, 'O'), (12, 17, 'O')]
иждкость на семье;[(0, 8, 'B-TYPE'), (9, 11, 'O'), (12, 17, 'O')]
Дудяра тцбе;[(0, 6, 'B-BRAND'), (7, 11, 'O')]
вод с аджке;[(0, 3, 'B-TYPE'), (4, 5, 'O'), (6, 11, 'O')]
иВду сейчас;[(0, 4, 'B-BRAND'), (5, 11, 'O')]
сосиски с солью;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 15, 'O')]
вода без чеснком;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 16, 'O')]
вай в собка аджике;[(0, 3, 'B-TYPE'), (4, 5, 'O'), (6, 11, 'O'), (12, 18, 'O')]
кабачки на ашлыка изюмом;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 17, 'O'), (18, 24, 'O')]
пре без завтрак;[(0, 3, 'B-TYPE'), (4, 7, 'O'), (8, 15, 'O')]
лапша нарезка в сак чеснокод;[(0, 5, 'B-TYPE'), (6, 13, 'I-TYPE'), (14, 15, 'O'), (16, 19, 'O'), (20, 28, 'O')]
ждкость на гютнеа;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 17, 'O')]
таду;[(0, 4, 'O')]
хефали саас дубеви;[(0, 6, 'O'), (7, 11, 'O'), (12, 18, 'O')]
колбаса дйтский;[(0, 7, 'B-TYPE'), (8, 15, 'I-TYPE')]
шамо сави коне;[(0, 4, 'O'), (5, 9, 'O'), (10, 14, 'O')]
сыр фермерский по адижке;[(0, 3, 'B-TYPE'), (4, 14, 'I-TYPE'), (15, 17, 'O'), (18, 24, 'O')]
йогурт по тебе;[(0, 6, 'B-TYPE'), (7, 9, 'O'), (10, 14, 'O')]
фаду лкуи небе;[(0, 4, 'O'), (5, 9, 'O'), (10, 14, 'O')]
сосиски столовый в ослью;[(0, 7, 'B-TYPE'), (8, 16, 'I-TYPE'), (17, 18, 'O'), (19, 24, 'O')]
жидкотсь для вкусм тебе;[(0, 8, 'B-TYPE'), (9, 12, 'O'), (13, 18, 'O'), (19, 23, 'O')]
шаурма с банке;[(0, 6, 'B-TYPE'), (7, 8, 'O'), (9, 14, 'O')]
рих на глютена изюмом;[(0, 3, 'B-TYPE'), (4, 6, 'O'), (7, 14, 'O'), (15, 21, 'O')]
кофе нраезка по пакетах;[(0, 4, 'B-TYPE'), (5, 12, 'I-TYPE'), (13, 15, 'O'), (16, 23, 'O')]
луиа кири;[(0, 4, 'O'), (5, 9, 'O')]
хлоэья по солью;[(0, 6, 'B-TYPE'), (7, 9, 'O'), (10, 15, 'O')]
наса вихери;[(0, 4, 'O'), (5, 11, 'O')]
соль с семье;[(0, 4, 'B-TYPE'), (5, 6, 'O'), (7, 12, 'O')]
булочки нарезак в солью;[(0, 7, 'B-TYPE'), (8, 15, 'I-TYPE'), (16, 17, 'O'), (18, 23, 'O')]
кетуп для пакетах;[(0, 5, 'B-TYPE'), (6, 9, 'O'), (10, 17, 'O')]
кабачки рамен;[(0, 7, 'B-TYPE'), (8, 13, 'I-TYPE')]
салаыт на глютена;[(0, 6, 'B-TYPE'), (7, 9, 'O'), (10, 17, 'O')]
лихене самофа тобета;[(0, 6, 'O'), (7, 13, 'O'), (14, 20, 'O')]
етчп по всей;[(0, 4, 'B-TYPE'), (5, 7, 'O'), (8, 12, 'O')]
мота;[(0, 4, 'O')]
щоль на тебе;[(0, 4, 'B-TYPE'), (5, 7, 'O'), (8, 12, 'O')]
булочки на кошек;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 16, 'O')]
нато;[(0, 4, 'O')]
сааты для завтрмк;[(0, 5, 'B-TYPE'), (6, 9, 'O'), (10, 17, 'O')]
угол филе на шашлкыа;[(0, 4, 'B-TYPE'), (5, 9, 'I-TYPE'), (10, 12, 'O'), (13, 20, 'O')]
тоне иилил кинема;[(0, 4, 'O'), (5, 10, 'O'), (11, 17, 'O')]
сыу фермерский на перцем тебе;[(0, 3, 'B-TYPE'), (4, 14, 'I-TYPE'), (15, 17, 'O'), (18, 24, 'O'), (25, 29, 'O')]
салаты фермесрикй для вксудм алью;[(0, 6, 'B-TYPE'), (7, 17, 'I-TYPE'), (18, 21, 'O'), (22, 28, 'O'), (29, 33, 'O')]
гечка;[(0, 5, 'B-TYPE')]
таневи некофа;[(0, 6, 'O'), (7, 13, 'O')]
Фашаша сейчас;[(0, 6, 'B-BRAND'), (7, 13, 'O')]
хлопья бедро на солью;[(0, 6, 'B-TYPE'), (7, 12, 'I-TYPE'), (13, 15, 'O'), (16, 21, 'O')]
сосиски в аджике;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 16, 'O')]
мхкш с банке кошек;[(0, 4, 'B-TYPE'), (5, 6, 'O'), (7, 12, 'O'), (13, 18, 'O')]
чай детскй;[(0, 3, 'B-TYPE'), (4, 10, 'I-TYPE')]
йогурт из чесноком;[(0, 6, 'B-TYPE'), (7, 9, 'O'), (10, 18, 'O')]
Нафа акция отруями;[(0, 4, 'B-BRAND'), (5, 10, 'O'), (11, 18, 'O')]
соль бедро по тебя;[(0, 4, 'B-TYPE'), (5, 10, 'I-TYPE'), (11, 13, 'O'), (14, 18, 'O')]
пелровка стоовый в собаки изюмом;[(0, 8, 'B-TYPE'), (9, 16, 'I-TYPE'), (17, 18, 'O'), (19, 25, 'O'), (26, 32, 'O')]
пюре грудка из всей;[(0, 4, 'B-TYPE'), (5, 11, 'I-TYPE'), (12, 14, 'O'), (15, 19, 'O')]
соиь для глютена;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 16, 'O')]
соыиски на завтрак;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 18, 'O')]
уголь филе по изюмом;[(0, 5, 'B-TYPE'), (6, 10, 'I-TYPE'), (11, 13, 'O'), (14, 20, 'O')]
курица спагетти по чесноком ьакетах;[(0, 6, 'B-TYPE'), (7, 15, 'I-TYPE'), (16, 18, 'O'), (19, 27, 'O'), (28, 35, 'O')]
курица по тебе;[(0, 6, 'B-TYPE'), (7, 9, 'O'), (10, 14, 'O')]
шаурма из перцме;[(0, 6, 'B-TYPE'), (7, 9, 'O'), (10, 16, 'O')]
аай по собаик;[(0, 3, 'B-TYPE'), (4, 6, 'O'), (7, 13, 'O')]
салаты филе из кшоек емье;[(0, 6, 'B-TYPE'), (7, 11, 'I-TYPE'), (12, 14, 'O'), (15, 20, 'O'), (21, 25, 'O')]
йогутр в паетах;[(0, 6, 'B-TYPE'), (7, 8, 'O'), (9, 15, 'O')]
салиша;[(0, 6, 'O')]
Зона сейчас изюмом;[(0, 4, 'B-BRAND'), (5, 11, 'O'), (12, 18, 'O')]
кабачки из чесноком;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 19, 'O')]
перловка по пакетах;[(0, 8, 'B-TYPE'), (9, 11, 'O'), (12, 19, 'O')]
кофе рямен из семье;[(0, 4, 'B-TYPE'), (5, 10, 'I-TYPE'), (11, 13, 'O'), (14, 19, 'O')]
лапаш на собак;[(0, 5, 'B-TYPE'), (6, 8, 'O'), (9, 14, 'O')]
кетчуп для тее;[(0, 6, 'B-TYPE'), (7, 10, 'O'), (11, 14, 'O')]
нлуфа морито савивч;[(0, 5, 'O'), (6, 12, 'O'), (13, 19, 'O')]
соль с собка собаки;[(0, 4, 'B-TYPE'), (5, 6, 'O'), (7, 12, 'O'), (13, 19, 'O')]
пюре без отрубями;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 17, 'O')]
сосиски дрк в завтрак;[(0, 7, 'B-TYPE'), (8, 11, 'I-TYPE'), (12, 13, 'O'), (14, 21, 'O')]
сосиски в свей;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 14, 'O')]
кофе батон с чесноком;[(0, 4, 'B-TYPE'), (5, 10, 'I-TYPE'), (11, 12, 'O'), (13, 21, 'O')]
макароны грудка по кошек;[(0, 8, 'B-TYPE'), (9, 15, 'I-TYPE'), (16, 18, 'O'), (19, 24, 'O')]
булочки с завтрзк;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 17, 'O')]
салаты филе по отрубями перцем;[(0, 6, 'B-TYPE'), (7, 11, 'I-TYPE'), (12, 14, 'O'), (15, 23, 'O'), (24, 30, 'O')]
сыр балон для шашлыка;[(0, 3, 'B-TYPE'), (4, 9, 'I-TYPE'), (10, 13, 'O'), (14, 21, 'O')]
кабачки бтно из изюмом собки;[(0, 7, 'B-TYPE'), (8, 12, 'I-TYPE'), (13, 15, 'O'), (16, 22, 'O'), (23, 28, 'O')]
сыр аон на отрубями;[(0, 3, 'B-TYPE'), (4, 7, 'I-TYPE'), (8, 10, 'O'), (11, 19, 'O')]
сосиски нарезка для соакби;[(0, 7, 'B-TYPE'), (8, 15, 'I-TYPE'), (16, 19, 'O'), (20, 26, 'O')]
чай филе без глютеан;[(0, 3, 'B-TYPE'), (4, 8, 'I-TYPE'), (9, 12, 'O'), (13, 20, 'O')]
помидор спагетти;[(0, 7, 'B-TYPE'), (8, 16, 'I-TYPE')]
чай для вкусом;[(0, 3, 'B-TYPE'), (4, 7, 'O'), (8, 14, 'O')]
тората табёбе;[(0, 6, 'O'), (7, 13, 'O')]
йогурт по шашлыка;[(0, 6, 'B-TYPE'), (7, 9, 'O'), (10, 17, 'O')]
рис фермерски в банке;[(0, 3, 'B-TYPE'), (4, 13, 'I-TYPE'), (14, 15, 'O'), (16, 21, 'O')]
йогрут;[(0, 6, 'B-TYPE')]
творожки в вкусом;[(0, 8, 'B-TYPE'), (9, 10, 'O'), (11, 17, 'O')]
мана;[(0, 4, 'O')]
саир кибе;[(0, 4, 'O'), (5, 9, 'O')]
кабачки без изюмом;[(0, 7, 'B-TYPE'), (8, 11, 'O'), (12, 18, 'O')]
кабачки в глютена;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 17, 'O')]
жгдкость в глютена;[(0, 8, 'B-TYPE'), (9, 10, 'O'), (11, 18, 'O')]
вора без собаки;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 15, 'O')]
Морибе новый тебе;[(0, 6, 'B-BRAND'), (7, 12, 'O'), (13, 17, 'O')]
сулаты;[(0, 6, 'B-TYPE')]
хлопья ебдро без дтеей;[(0, 6, 'B-TYPE'), (7, 12, 'I-TYPE'), (13, 16, 'O'), (17, 22, 'O')]
булочки без вкусо;[(0, 7, 'B-TYPE'), (8, 11, 'O'), (12, 17, 'O')]
помидор спагетт;[(0, 7, 'B-TYPE'), (8, 15, 'I-TYPE')]
манеса;[(0, 6, 'O')]
творожки по семье;[(0, 8, 'B-TYPE'), (9, 11, 'O'), (12, 17, 'O')]
кзиоли лимоли зотари;[(0, 6, 'O'), (7, 13, 'O'), (14, 20, 'O')]
йогурт по сеье;[(0, 6, 'B-TYPE'), (7, 9, 'O'), (10, 14, 'O')]
кеёчуп для затврак;[(0, 6, 'B-TYPE'), (7, 10, 'O'), (11, 18, 'O')]
факота тохеви шаебто;[(0, 6, 'O'), (7, 13, 'O'), (14, 20, 'O')]
кечуп грудка;[(0, 5, 'B-TYPE'), (6, 12, 'I-TYPE')]
афави акция кошек;[(0, 5, 'B-BRAND'), (6, 11, 'O'), (12, 17, 'O')]
кофе в аджике;[(0, 4, 'B-TYPE'), (5, 6, 'O'), (7, 13, 'O')]
помидор грудка;[(0, 7, 'B-TYPE'), (8, 14, 'I-TYPE')]
Мозо акция;[(0, 4, 'B-BRAND'), (5, 10, 'O')]
берако факови;[(0, 6, 'O'), (7, 13, 'O')]
йогурт в элютена;[(0, 6, 'B-TYPE'), (7, 8, 'O'), (9, 16, 'O')]
йогурт бедро в пакетах;[(0, 6, 'B-TYPE'), (7, 12, 'I-TYPE'), (13, 14, 'O'), (15, 22, 'O')]
лапша с аджике пакетах;[(0, 5, 'B-TYPE'), (6, 7, 'O'), (8, 14, 'O'), (15, 22, 'O')]
творокки грудка в чесноком;[(0, 8, 'B-TYPE'), (9, 15, 'I-TYPE'), (16, 17, 'O'), (18, 26, 'O')]
яыр по шшлэка;[(0, 3, 'B-TYPE'), (4, 6, 'O'), (7, 13, 'O')]
амне ккра;[(0, 4, 'O'), (5, 9, 'O')]
пюре на шашлыку;[(0, 4, 'B-TYPE'), (5, 7, 'O'), (8, 15, 'O')]
сыр для банке детей;[(0, 3, 'B-TYPE'), (4, 7, 'O'), (8, 13, 'O'), (14, 19, 'O')]
сыр с всей семье;[(0, 3, 'B-TYPE'), (4, 5, 'O'), (6, 10, 'O'), (11, 16, 'O')]
булочки с перцем;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 16, 'O')]
Ташаса новй;[(0, 6, 'B-BRAND'), (7, 11, 'O')]
салаты в перцме бшоек;[(0, 6, 'B-TYPE'), (7, 8, 'O'), (9, 15, 'O'), (16, 21, 'O')]
помидро для шашлыка;[(0, 7, 'B-TYPE'), (8, 11, 'O'), (12, 19, 'O')]
мото хеша шаивн;[(0, 4, 'O'), (5, 9, 'O'), (10, 15, 'O')]
куица грудка с завтрак прзем;[(0, 5, 'B-TYPE'), (6, 12, 'I-TYPE'), (13, 14, 'O'), (15, 22, 'O'), (23, 28, 'O')]
йогурт для перцем;[(0, 6, 'B-TYPE'), (7, 10, 'O'), (11, 17, 'O')]
кетчу из зватраэ;[(0, 5, 'B-TYPE'), (6, 8, 'O'), (9, 16, 'O')]
Зома сейчас;[(0, 4, 'B-BRAND'), (5, 11, 'O')]
фкаи фаа уллу;[(0, 4, 'O'), (5, 8, 'O'), (9, 13, 'O')]
салаыт;[(0, 6, 'B-TYPE')]
киулса;[(0, 6, 'O')]
куриа по блнке;[(0, 5, 'B-TYPE'), (6, 8, 'O'), (9, 14, 'O')]
лапша с отрубями;[(0, 5, 'B-TYPE'), (6, 7, 'O'), (8, 16, 'O')]
соь с отжуями;[(0, 3, 'B-TYPE'), (4, 5, 'O'), (6, 13, 'O')]
йыр грудк с чесноком;[(0, 3, 'B-TYPE'), (4, 9, 'I-TYPE'), (10, 11, 'O'), (12, 20, 'O')]
ктечуп раме с соьлю;[(0, 6, 'B-TYPE'), (7, 11, 'I-TYPE'), (12, 13, 'O'), (14, 19, 'O')]
кабачки по чесншком;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 19, 'O')]
вивихе;[(0, 6, 'O')]
Мото тшбе;[(0, 4, 'B-BRAND'), (5, 9, 'O')]
римо;[(0, 4, 'O')]
кофе по банке детей;[(0, 4, 'B-TYPE'), (5, 7, 'O'), (8, 13, 'O'), (14, 19, 'O')]
ыис без шршлыка;[(0, 3, 'B-TYPE'), (4, 7, 'O'), (8, 15, 'O')]
жикость фермерский с тмбе;[(0, 7, 'B-TYPE'), (8, 18, 'I-TYPE'), (19, 20, 'O'), (21, 25, 'O')]
пеечнье с тебе изюмом;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 14, 'O'), (15, 21, 'O')]
угпь по зюмом;[(0, 4, 'B-TYPE'), (5, 7, 'O'), (8, 13, 'O')]
жикдость без иззмом;[(0, 8, 'B-TYPE'), (9, 12, 'O'), (13, 19, 'O')]
шаурма без глютена;[(0, 6, 'B-TYPE'), (7, 10, 'O'), (11, 18, 'O')]
сафа виша рибет;[(0, 4, 'O'), (5, 9, 'O'), (10, 15, 'O')]
макароны без соль;[(0, 8, 'B-TYPE'), (9, 12, 'O'), (13, 17, 'O')]
шаурма без щджике;[(0, 6, 'B-TYPE'), (7, 10, 'O'), (11, 17, 'O')]
лашпа;[(0, 5, 'B-TYPE')]
сосски в отзубями;[(0, 6, 'B-TYPE'), (7, 8, 'O'), (9, 17, 'O')]
сосиски бедро с завтрак;[(0, 7, 'B-TYPE'), (8, 13, 'I-TYPE'), (14, 15, 'O'), (16, 23, 'O')]
уголь в олью завтрак;[(0, 5, 'B-TYPE'), (6, 7, 'O'), (8, 12, 'O'), (13, 20, 'O')]
хлопья для всфе;[(0, 6, 'B-TYPE'), (7, 10, 'O'), (11, 15, 'O')]
абачки на еоьлю;[(0, 6, 'B-TYPE'), (7, 9, 'O'), (10, 15, 'O')]
прмидор рамен по солью;[(0, 7, 'B-TYPE'), (8, 13, 'I-TYPE'), (14, 16, 'O'), (17, 22, 'O')]
хви шамара;[(0, 3, 'O'), (4, 10, 'O')]
лаша на пкетах;[(0, 4, 'B-TYPE'), (5, 7, 'O'), (8, 14, 'O')]
йогурт в всес;[(0, 6, 'B-TYPE'), (7, 8, 'O'), (9, 13, 'O')]
клобаса по сбаки;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 16, 'O')]
налихе кихев;[(0, 6, 'O'), (7, 12, 'O')]
муа;[(0, 3, 'B-TYPE')]
тоир рас;[(0, 4, 'O'), (5, 8, 'O')]
жидкость по слью;[(0, 8, 'B-TYPE'), (9, 11, 'O'), (12, 16, 'O')]
кофе из пакетах глютена;[(0, 4, 'B-TYPE'), (5, 7, 'O'), (8, 15, 'O'), (16, 23, 'O')]
кабачки в соэак солью;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 15, 'O'), (16, 21, 'O')]
гречка из семье;[(0, 6, 'B-TYPE'), (7, 9, 'O'), (10, 15, 'O')]
лунато нашабе раналу;[(0, 6, 'O'), (7, 13, 'O'), (14, 20, 'O')]
угоь по соабки;[(0, 4, 'B-TYPE'), (5, 7, 'O'), (8, 14, 'O')]
Фарира рядом вкусом;[(0, 6, 'B-BRAND'), (7, 12, 'O'), (13, 19, 'O')]
макароны с аджике баен;[(0, 8, 'B-TYPE'), (9, 10, 'O'), (11, 17, 'O'), (18, 22, 'O')]
кофе с вкусом;[(0, 4, 'B-TYPE'), (5, 6, 'O'), (7, 13, 'O')]
неви накиша;[(0, 4, 'O'), (5, 11, 'O')]
Толу новый;[(0, 4, 'B-BRAND'), (5, 10, 'O')]
прловка;[(0, 7, 'B-TYPE')]
печеье;[(0, 6, 'B-TYPE')]
Шазо рдмо чесноком;[(0, 4, 'B-BRAND'), (5, 9, 'O'), (10, 18, 'O')]
перловка без изюмом;[(0, 8, 'B-TYPE'), (9, 12, 'O'), (13, 19, 'O')]
ври;[(0, 3, 'O')]
Беду акция;[(0, 4, 'B-BRAND'), (5, 10, 'O')]
творожки в аджке;[(0, 8, 'B-TYPE'), (9, 10, 'O'), (11, 16, 'O')]
пмоидор по соьлю;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 16, 'O')]
Нехе ряом;[(0, 4, 'B-BRAND'), (5, 9, 'O')]
Мона акция тебе;[(0, 4, 'B-BRAND'), (5, 10, 'O'), (11, 15, 'O')]
мамо ливг тамоко;[(0, 4, 'O'), (5, 9, 'O'), (10, 16, 'O')]
Кидури новей тее;[(0, 6, 'B-BRAND'), (7, 12, 'O'), (13, 16, 'O')]
булочки для дттей;[(0, 7, 'B-TYPE'), (8, 11, 'O'), (12, 17, 'O')]
перловка по тебе жкуом;[(0, 8, 'B-TYPE'), (9, 11, 'O'), (12, 16, 'O'), (17, 22, 'O')]
печенье по ажике;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 16, 'O')]
перловка столовэй без аавтрак;[(0, 8, 'B-TYPE'), (9, 17, 'I-TYPE'), (18, 21, 'O'), (22, 29, 'O')]
масако тали;[(0, 6, 'O'), (7, 11, 'O')]
лапша из свей;[(0, 5, 'B-TYPE'), (6, 8, 'O'), (9, 13, 'O')]
перолвка из глютена завтрак;[(0, 8, 'B-TYPE'), (9, 11, 'O'), (12, 19, 'O'), (20, 27, 'O')]
кики;[(0, 4, 'O')]
перловка грудка из всей;[(0, 8, 'B-TYPE'), (9, 15, 'I-TYPE'), (16, 18, 'O'), (19, 23, 'O')]
тави садумо;[(0, 4, 'O'), (5, 11, 'O')]
рис с етбе;[(0, 3, 'B-TYPE'), (4, 5, 'O'), (6, 10, 'O')]
чай детский без тебе;[(0, 3, 'B-TYPE'), (4, 11, 'I-TYPE'), (12, 15, 'O'), (16, 20, 'O')]
кетгуп с дбтей;[(0, 6, 'B-TYPE'), (7, 8, 'O'), (9, 14, 'O')]
луб ллуимо фра;[(0, 3, 'O'), (4, 10, 'O'), (11, 14, 'O')]
умара сейчас изюмом;[(0, 5, 'B-BRAND'), (6, 12, 'O'), (13, 19, 'O')]
лиок;[(0, 4, 'O')]
лапша столовый без автраж;[(0, 5, 'B-TYPE'), (6, 14, 'I-TYPE'), (15, 18, 'O'), (19, 25, 'O')]
Кориду акция;[(0, 6, 'B-BRAND'), (7, 12, 'O')]
нанефа;[(0, 6, 'O')]
йогурт без тебе;[(0, 6, 'B-TYPE'), (7, 10, 'O'), (11, 15, 'O')]
булочки с пакетах;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 17, 'O')]
жидкость на собак;[(0, 8, 'B-TYPE'), (9, 11, 'O'), (12, 17, 'O')]
курица по отрубями;[(0, 6, 'B-TYPE'), (7, 9, 'O'), (10, 18, 'O')]
перловка без аджиюе собак;[(0, 8, 'B-TYPE'), (9, 12, 'O'), (13, 19, 'O'), (20, 25, 'O')]
сосиски с шашлыка;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 17, 'O')]
речка фил с детей;[(0, 5, 'B-TYPE'), (6, 9, 'I-TYPE'), (10, 11, 'O'), (12, 17, 'O')]
булочки филе из жике;[(0, 7, 'B-TYPE'), (8, 12, 'I-TYPE'), (13, 15, 'O'), (16, 20, 'O')]
Хефа акиця;[(0, 4, 'B-BRAND'), (5, 10, 'O')]
Фалуне сейчас;[(0, 6, 'B-BRAND'), (7, 13, 'O')]
Лито акия;[(0, 4, 'B-BRAND'), (5, 9, 'O')]
чай фермерскйи по кошек;[(0, 3, 'B-TYPE'), (4, 14, 'I-TYPE'), (15, 17, 'O'), (18, 23, 'O')]
йогурт по изюмом;[(0, 6, 'B-TYPE'), (7, 9, 'O'), (10, 16, 'O')]
осиски;[(0, 6, 'B-TYPE')]
шаурма из хбак;[(0, 6, 'B-TYPE'), (7, 9, 'O'), (10, 14, 'O')]
пюре бердо без бане;[(0, 4, 'B-TYPE'), (5, 10, 'I-TYPE'), (11, 14, 'O'), (15, 19, 'O')]
мука для семье;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 14, 'O')]
маароны с изюмом;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 16, 'O')]
уголь без аджике;[(0, 5, 'B-TYPE'), (6, 9, 'O'), (10, 16, 'O')]
мави;[(0, 4, 'O')]
кабачки на перцем;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 17, 'O')]
колбаса без тебе;[(0, 7, 'B-TYPE'), (8, 11, 'O'), (12, 16, 'O')]
аду фата;[(0, 3, 'O'), (4, 8, 'O')]
помидор с всей завтрак;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 14, 'O'), (15, 22, 'O')]
чай филе для бснке;[(0, 3, 'B-TYPE'), (4, 8, 'I-TYPE'), (9, 12, 'O'), (13, 18, 'O')]
шаурма в шашлыак;[(0, 6, 'B-TYPE'), (7, 8, 'O'), (9, 16, 'O')]
Луко рядом солью;[(0, 4, 'B-BRAND'), (5, 10, 'O'), (11, 16, 'O')]
Рако акцит всгй;[(0, 4, 'B-BRAND'), (5, 10, 'O'), (11, 15, 'O')]
неако кимома нана;[(0, 5, 'O'), (6, 12, 'O'), (13, 17, 'O')]
момо;[(0, 4, 'O')]
рабеш;[(0, 5, 'O')]
кабачик для глютена отрубями;[(0, 7, 'B-TYPE'), (8, 11, 'O'), (12, 19, 'O'), (20, 28, 'O')]
курица в шашлыка;[(0, 6, 'B-TYPE'), (7, 8, 'O'), (9, 16, 'O')]
килима;[(0, 6, 'O')]
соль в детей;[(0, 4, 'B-TYPE'), (5, 6, 'O'), (7, 12, 'O')]
кимаки набе санене;[(0, 6, 'O'), (7, 11, 'O'), (12, 18, 'O')]
Сави цебе;[(0, 4, 'B-BRAND'), (5, 9, 'O')]
модяса;[(0, 6, 'O')]
гречка для мее;[(0, 6, 'B-TYPE'), (7, 10, 'O'), (11, 14, 'O')]
Кори рядом;[(0, 4, 'B-BRAND'), (5, 10, 'O')]
творожки из детещ;[(0, 8, 'B-TYPE'), (9, 11, 'O'), (12, 17, 'O')]
ебе хвду бенезо;[(0, 3, 'O'), (4, 8, 'O'), (9, 15, 'O')]
вод бедро с бакне банке;[(0, 3, 'B-TYPE'), (4, 9, 'I-TYPE'), (10, 11, 'O'), (12, 17, 'O'), (18, 23, 'O')]
Вилу акция;[(0, 4, 'B-BRAND'), (5, 10, 'O')]
кофе на пакетах бнаке;[(0, 4, 'B-TYPE'), (5, 7, 'O'), (8, 15, 'O'), (16, 21, 'O')]
слоь;[(0, 4, 'B-TYPE')]
умка грудка с семье пакетах;[(0, 4, 'B-TYPE'), (5, 11, 'I-TYPE'), (12, 13, 'O'), (14, 19, 'O'), (20, 27, 'O')]
ризо колута малита;[(0, 4, 'O'), (5, 11, 'O'), (12, 18, 'O')]
гречка филе с кошек;[(0, 6, 'B-TYPE'), (7, 11, 'I-TYPE'), (12, 13, 'O'), (14, 19, 'O')]
макароны по бошек;[(0, 8, 'B-TYPE'), (9, 11, 'O'), (12, 17, 'O')]
овда;[(0, 4, 'B-TYPE')]
жидкость бедро для чеснкоом;[(0, 8, 'B-TYPE'), (9, 14, 'I-TYPE'), (15, 18, 'O'), (19, 27, 'O')]
печенье без вкусом;[(0, 7, 'B-TYPE'), (8, 11, 'O'), (12, 18, 'O')]
перловка для пакетах;[(0, 8, 'B-TYPE'), (9, 12, 'O'), (13, 20, 'O')]
хлопья из шашлыка изюммо;[(0, 6, 'B-TYPE'), (7, 9, 'O'), (10, 17, 'O'), (18, 24, 'O')]
курица из завтрчк;[(0, 6, 'B-TYPE'), (7, 9, 'O'), (10, 17, 'O')]
курица в глюетна аджике;[(0, 6, 'B-TYPE'), (7, 8, 'O'), (9, 16, 'O'), (17, 23, 'O')]
момоки;[(0, 6, 'O')]
жидкость батно из банке;[(0, 8, 'B-TYPE'), (9, 14, 'I-TYPE'), (15, 17, 'O'), (18, 23, 'O')]
уголь бедро по чсенооа кошек;[(0, 5, 'B-TYPE'), (6, 11, 'I-TYPE'), (12, 14, 'O'), (15, 22, 'O'), (23, 28, 'O')]
рис для коек;[(0, 3, 'B-TYPE'), (4, 7, 'O'), (8, 12, 'O')]
булочки рамен по детей;[(0, 7, 'B-TYPE'), (8, 13, 'I-TYPE'), (14, 16, 'O'), (17, 22, 'O')]
беш раримо;[(0, 3, 'O'), (4, 10, 'O')]
чай рамен без солюь;[(0, 3, 'B-TYPE'), (4, 9, 'I-TYPE'), (10, 13, 'O'), (14, 19, 'O')]
такомо;[(0, 6, 'O')]
хлопья нарезка в кошек гюлтена;[(0, 6, 'B-TYPE'), (7, 14, 'I-TYPE'), (15, 16, 'O'), (17, 22, 'O'), (23, 30, 'O')]
перловка с кошек;[(0, 8, 'B-TYPE'), (9, 10, 'O'), (11, 16, 'O')]
ррс без кошек;[(0, 3, 'B-TYPE'), (4, 7, 'O'), (8, 13, 'O')]
рарии хебемо;[(0, 5, 'O'), (6, 12, 'O')]
куриа из собак;[(0, 5, 'B-TYPE'), (6, 8, 'O'), (9, 14, 'O')]
моли ташахе матоли;[(0, 4, 'O'), (5, 11, 'O'), (12, 18, 'O')]
помидор столовый по кошке еымье;[(0, 7, 'B-TYPE'), (8, 16, 'I-TYPE'), (17, 19, 'O'), (20, 25, 'O'), (26, 31, 'O')]
дура таташа звне;[(0, 4, 'O'), (5, 11, 'O'), (12, 16, 'O')]
лапша по перцем;[(0, 5, 'B-TYPE'), (6, 8, 'O'), (9, 15, 'O')]
кетчуп спагетит;[(0, 6, 'B-TYPE'), (7, 15, 'I-TYPE')]
